ID,Ten,Mon1,Mon2,Mon3,TongDiem,NV1,NV2
1079,NGUYỄN THỊ HƯƠNG THU,8.25,8.5,6.75,23.5,5,6
1080,TRẦN BÍCH NGỌC,7.25,8.5,7.75,23.5,3,4
1081,NGUYỄN HOÀNG ANH TRÚC,8.25,6.5,7.75,22.5,5,6
1082,NGUYỄN TRƯỜNG SƠN,8.25,9.5,6.75,24.5,4,5
1083,NGUYỄN THANH HUYỀN,6.25,9.5,8.75,24.5,3,4
1084,ĐẶNG HOÀI THU,8.25,8.5,6.75,23.5,4,5
1085,NGUYỄN MAI ANH,6.25,9.5,8.75,24.5,1,2
1086,TRẦN THỊ THANH TÂM,7.25,9.5,9.75,26.5,5,6
1087,NGUYỄN THỊ NGÂN HÀ,7.25,9.5,6.75,23.5,1,2
1088,ĐẬU THỊ HUỆ,6.25,8.5,8.75,23.5,4,5
1089,LÊ THỊ LIÊN,6.25,7.5,9.75,23.5,3,4
1090,LÊ ĐỨC THẮNG,7.25,8.5,8.75,24.5,1,2
1091,ĐỖ THANH HIÊN,7.25,7.5,7.75,22.5,3,4
1092,TRẦN THỊ TRÀ MY,6.25,9.5,6.75,22.5,4,5
1093,PHẠM TÙNG GIANG,7.25,6.5,8.75,22.5,5,6
1094,LÊ HOÀI NGÂN,6.25,7.5,7.75,21.5,1,2
1095,VŨ THỊ NGỌC HÀ,6.25,9.5,9.75,25.5,2,3
1096,PHÙNG THỊ HOA,6.25,7.5,9.75,23.5,1,2
1097,NGUYỄN THỊ HỒNG NGỌC,9.25,7.5,8.75,25.5,2,3
1098,NGHIÊM MINH THƯ,6.25,6.5,9.75,22.5,4,5
1099,LÊ THỊ THU TRANG,6.25,9.5,6.75,22.5,2,3
1100,BẾ THỊ HƯƠNG,7.25,9.5,9.75,26.5,1,2
1101,VŨ TỐ UYÊN,6.25,8.5,8.75,23.5,2,3
1102,DƯƠNG THÀNH BÍCH,9.25,6.5,6.75,22.5,3,4
1103,NGUYỄN THỊ THANH GIANG,9.25,7.5,9.75,26.5,5,6
1104,NGUYỄN TIẾN CƯỜNG,9.25,8.5,8.75,26.5,2,3
1105,VŨ TRẦN ĐỨC MINH,8.25,7.5,6.75,22.5,1,2
1106,NGUYỄN THỊ KHÁNH LINH,9.25,7.5,7.75,24.5,3,4
1107,PHẠM THỊ HIỀN,7.25,9.5,7.75,24.5,4,5
1108,NGUYỄN THỊ LIÊN HƯƠNG,8.25,6.5,8.75,23.5,1,2
1109,TRẦN THỊ MỸ TÂM,7.25,9.5,6.75,23.5,5,6
1110,TRẦN THỊ BÍCH NGA,9.25,9.5,8.75,27.5,2,3
1111,NGUYỄN THỊ HÒA AN,9.25,8.5,8.75,26.5,4,5
1112,VŨ THỊ DUYÊN,6.25,9.5,8.75,24.5,1,2
1113,PHẠM THỊ LAN ANH,6.25,6.5,8.75,21.5,4,5
1114,NGUYỄN DIỆU LINH,6.25,8.5,6.75,21.5,4,5
1115,NGUYỄN QUANG HUY,9.25,7.5,7.75,24.5,2,3
1116,MẪN THỊ THU TRANG,7.25,9.5,9.75,26.5,2,3
1117,DƯ ANH TUẤN,7.25,6.5,9.75,23.5,2,3
1118,PHAN THỊ BÍCH NGỌC,8.25,8.5,9.75,26.5,3,4
1119,TRẦN THỊ THANH XUÂN,6.25,6.5,6.75,19.5,5,6
1120,NGUYỄN THỊ HẰNG,6.25,9.5,8.75,24.5,2,3
1121,NGUYỄN THỊ THANH QUÝ,9.25,9.5,6.75,25.5,3,4
1122,NGUYỄN LONG THÀNH,6.25,9.5,8.75,24.5,5,6
1123,LÊ ĐỨC MINH,9.25,8.5,8.75,26.5,3,4
1124,KHUẤT THẾ DŨNG,7.25,7.5,9.75,24.5,2,3
1125,PHẠM THỊ THANH MAI,9.25,8.5,6.75,24.5,1,2
1126,TRẦN THỊ TUYẾT MAI,8.25,9.5,9.75,27.5,3,4
1127,LÝ NGỌC CHI,6.25,9.5,9.75,25.5,5,6
1128,NGÔ THỊ LUYẾN,6.25,9.5,9.75,25.5,4,5
1129,VŨ HUY HÙNG,6.25,6.5,9.75,22.5,3,4
1130,ĐÀO THỊ NHẬT LỆ,6.25,7.5,9.75,23.5,2,3
1131,ĐỖ THỊ PHƯƠNG THẢO,6.25,7.5,6.75,20.5,2,3
1132,LÊ THỊ LINH CHI,7.25,9.5,9.75,26.5,4,5
1133,MA VĂN ĐÔ,8.25,9.5,6.75,24.5,3,4
1134,PHẠM THỊ THU HƯƠNG,8.25,6.5,8.75,23.5,1,2
1135,NGUYỄN THANH HUYỀN,6.25,7.5,6.75,20.5,5,6
1136,BÙI LAN ANH,7.25,6.5,8.75,22.5,1,2
1137,LÊ THỊ THU THỦY,6.25,7.5,8.75,22.5,1,2
1138,TRẦN THỊ LY,6.25,6.5,6.75,19.5,2,3
1139,VŨ CÔNG HIẾU,9.25,8.5,6.75,24.5,1,2
1140,NGUYỄN MỸ LINH,6.25,6.5,8.75,21.5,4,5
1141,NGUYỄN THẾ VĂN,9.25,7.5,7.75,24.5,4,5
1142,PHẠM THỊ THẢO,7.25,6.5,8.75,22.5,2,3
1143,NGUYỄN THỊ HỒNG HẠNH,7.25,9.5,8.75,25.5,2,3
1144,NGÔ THỊ HƯƠNG NHÀI,8.25,8.5,8.75,25.5,4,5
1145,HOÀNG THU TRANG,9.25,8.5,7.75,25.5,4,5
1146,NGUYỄN TRÀ MY,6.25,9.5,7.75,23.5,4,5
1147,ĐẶNG THỊ DỊU,8.25,9.5,6.75,24.5,3,4
1148,NGUYỄN THU THUỶ,8.25,9.5,6.75,24.5,4,5
1149,BÙI THỊ TÚ ANH,8.25,9.5,7.75,25.5,5,6
1150,NGUYỄN THỊ THANH,9.25,9.5,6.75,25.5,5,6
1151,BÙI HƯƠNG TRÀ,7.25,6.5,6.75,20.5,5,6
1152,PHẠM ĐÌNH TIẾN,7.25,9.5,6.75,23.5,3,4
1153,NGUYỄN THỊ HỒNG CHÂU,7.25,9.5,6.75,23.5,4,5
1154,NGUYỄN THỊ THÙY LINH,8.25,9.5,7.75,25.5,1,2
1155,NGUYỄN ĐỨC PHONG,6.25,7.5,9.75,23.5,4,5
1156,LẠI VŨ HIẾU,6.25,7.5,9.75,23.5,3,4
1157,NGUYỄN ĐỨC GIANG,9.25,6.5,8.75,24.5,4,5
1158,LÊ THÚY QUỲNH,8.25,7.5,6.75,22.5,1,2
1159,BÙI THỊ HÀ,7.25,8.5,8.75,24.5,4,5
1160,TRẦN TUẤN PHƯƠNG,6.25,6.5,9.75,22.5,1,2
1161,TRẦN THỊ THU THẢO,6.25,8.5,7.75,22.5,4,5
1162,HOÀNG THỊ QUYÊN,6.25,7.5,6.75,20.5,4,5
1163,TRẦN THỊ VÂN ANH,7.25,7.5,9.75,24.5,1,2
1164,TRẦN NGỌC HIỆP,9.25,9.5,7.75,26.5,4,5
1165,VŨ THỊ HẰNG,7.25,8.5,9.75,25.5,5,6
1166,PHẠM THỊ PHƯƠNG ANH,9.25,6.5,7.75,23.5,5,6
1167,ĐƯỜNG THỊ PHƯƠNG UYÊN,6.25,7.5,7.75,21.5,5,6
1168,HÀ THU THUỶ,8.25,9.5,8.75,26.5,3,4
1169,NGUYỄN THỊ HIỀN MAI,9.25,8.5,9.75,27.5,1,2
1170,ĐẶNG THỊ KIM ANH,8.25,8.5,8.75,25.5,3,4
1171,TRẦN THỊ HẢI ANH,7.25,6.5,8.75,22.5,4,5
1172,NGUYỄN VĂN HIẾU,9.25,9.5,7.75,26.5,5,6
1173,ĐỖ HOÀNG LINH,9.25,9.5,9.75,28.5,3,4
1174,ĐẶNG THỊ LÝ,9.25,9.5,9.75,28.5,3,4
1175,NGUYỄN THỊ ÂN,8.25,8.5,9.75,26.5,5,6
1176,NGÔ MAI LINH,9.25,6.5,8.75,24.5,4,5
1177,NGUYỄN THỊ HOÀNG ANH,7.25,9.5,9.75,26.5,3,4
1178,LÊ THỊ BÍCH NGỌC,8.25,7.5,9.75,25.5,4,5
1179,NGUYỄN HOÀNG TUẤN MINH,8.25,9.5,8.75,26.5,3,4
1180,NGUYỄN ĐAN HUYỀN,8.25,7.5,6.75,22.5,1,2
1181,NGUYỄN THỊ THÚY HỒNG,7.25,8.5,8.75,24.5,1,2
1182,TÔ NGỌC PHÚ,8.25,6.5,7.75,22.5,1,2
1183,NGUYỄN THỊ TÌNH,9.25,8.5,8.75,26.5,4,5
1184,LÝ VĂN HOÀNG,6.25,9.5,8.75,24.5,5,6
1185,NGUYỄN HOÀI SƠN,8.25,8.5,9.75,26.5,4,5
1186,LÊ PHƯƠNG LINH,8.25,7.5,9.75,25.5,4,5
1187,PHẠM QUANG HƯNG,7.25,8.5,6.75,22.5,3,4
1188,DƯƠNG THỊ THU HƯƠNG,8.25,6.5,8.75,23.5,4,5
1189,LÂM VIỆT HÀ,9.25,6.5,6.75,22.5,2,3
1190,QUẢN THỊ PHƯƠNG HUYỀN,8.25,7.5,6.75,22.5,2,3
1191,LÊ HẢI NHI,6.25,9.5,8.75,24.5,1,2
1192,NGUYỄN THÙY LINH,8.25,9.5,8.75,26.5,2,3
1193,NGÔ THU HÀ,7.25,6.5,9.75,23.5,1,2
1194,NGUYỄN THỊ NGỌC HÂN,7.25,6.5,7.75,21.5,5,6
1195,NGUYỄN THỊ HẠNH,7.25,6.5,9.75,23.5,2,3
1196,NGÔ HÀ PHƯƠNG,8.25,6.5,6.75,21.5,1,2
1197,LÊ THỊ BÌNH,6.25,9.5,8.75,24.5,5,6
1198,ĐỖ ĐỨC HIẾU,7.25,7.5,7.75,22.5,3,4
1199,LÊ ĐỨC HUY,6.25,7.5,6.75,20.5,1,2
1200,ĐẶNG NGÂN GIANG,9.25,9.5,7.75,26.5,5,6
1201,ĐỖ MẠNH PHONG,7.25,8.5,7.75,23.5,3,4
1202,CHU NGỌC ANH,9.25,9.5,8.75,27.5,5,6
1203,VŨ XUÂN KHOA,8.25,7.5,9.75,25.5,3,4
1204,PHAN THỊ HIỀN,9.25,6.5,7.75,23.5,1,2
1205,NGÔ THỊ THANH HOÀI,8.25,6.5,7.75,22.5,4,5
1206,NGUYỄN THỊ THÙY DUNG,8.25,6.5,8.75,23.5,2,3
1207,NGUYỄN THỊ THU LỆ,8.25,8.5,8.75,25.5,2,3
1208,TÔ TÙNG DƯƠNG,6.25,8.5,7.75,22.5,4,5
1209,ĐỖ THỊ PHƯƠNG,8.25,7.5,8.75,24.5,5,6
1210,HOÀNG THỊ YẾN,7.25,8.5,8.75,24.5,5,6
1211,NGUYỄN THỊ NHÀN,6.25,8.5,8.75,23.5,3,4
1212,ĐỖ THỊ MỸ LINH,8.25,8.5,7.75,24.5,2,3
1213,TRẦN THỊ HOA,8.25,7.5,7.75,23.5,5,6
1214,LÊ THỊ NHẬT TÂM,8.25,8.5,9.75,26.5,2,3
1215,VŨ THANH BIÊN,6.25,8.5,9.75,24.5,4,5
1216,PHẠM THỊ NGỌC QUỲNH,8.25,6.5,6.75,21.5,4,5
1217,NGUYỄN THỊ TRANG,6.25,8.5,6.75,21.5,1,2
1218,NGUYỄN THỊ PHƯƠNG ANH,7.25,6.5,9.75,23.5,3,4
1219,MA THỊ KHÁNH HUYỀN,8.25,6.5,7.75,22.5,3,4
1220,NINH THỊ KIM ANH,9.25,8.5,6.75,24.5,3,4
1221,PHẠM VĂN ĐỨC,9.25,9.5,9.75,28.5,5,6
1222,LÒ THỊ THANH,7.25,6.5,7.75,21.5,3,4
1223,ĐÀO THỊ HỒNG HẠNH,8.25,9.5,9.75,27.5,4,5
1224,TRẦN VŨ NGỌC MINH,8.25,8.5,8.75,25.5,5,6
1225,TRẦN THỊ THU AN,9.25,7.5,8.75,25.5,1,2
1226,TRẦN THU HÀ,6.25,8.5,9.75,24.5,1,2
1227,NGUYỄN THỊ HUỆ ANH,7.25,7.5,6.75,21.5,4,5
1228,NGUYỄN XUÂN TIẾN,9.25,6.5,8.75,24.5,3,4
1229,NGUYỄN MINH CHÂU,8.25,7.5,8.75,24.5,1,2
1230,TRẦN QUANG TRƯỜNG,6.25,7.5,9.75,23.5,1,2
1231,NGUYỄN THỊ HƯƠNG,6.25,9.5,8.75,24.5,4,5
1232,HOÀNG HUY HƯNG,7.25,7.5,9.75,24.5,5,6
1233,PHAN THU HUYỀN,8.25,8.5,6.75,23.5,5,6
1234,TRẦN THỊ HỒNG CÚC,9.25,8.5,7.75,25.5,2,3
1235,PHẠM KIM CHI,6.25,8.5,8.75,23.5,3,4
1236,BÙI THỊ THÙY GIANG,7.25,9.5,9.75,26.5,2,3
1237,ĐẶNG THU HẰNG,6.25,6.5,7.75,20.5,3,4
1238,NGÔ THỊ CHINH,7.25,9.5,6.75,23.5,5,6
1239,NGUYỄN THỊ HUYỀN,9.25,8.5,8.75,26.5,1,2
1240,ĐỖ THANH LÂM,9.25,8.5,8.75,26.5,5,6
1241,PHAN THỊ THU,8.25,9.5,7.75,25.5,5,6
1242,HÀ THỊ THU TRÀ,8.25,7.5,8.75,24.5,5,6
1243,VŨ THỊ THÙY TRANG,6.25,6.5,6.75,19.5,1,2
1244,NGUYỄN HỮU THẮNG,9.25,7.5,7.75,24.5,2,3
1245,NGUYỄN THỊ NHI,6.25,7.5,6.75,20.5,1,2
1246,MA DOÃN CHINH,8.25,9.5,6.75,24.5,5,6
1247,NGUYỄN VĂN TIẾN,8.25,6.5,8.75,23.5,3,4
1248,NGUYỄN THÁI SƠN,6.25,7.5,7.75,21.5,1,2
1249,NGUYỄN PHƯƠNG NGA,8.25,6.5,8.75,23.5,5,6
1250,HOÀNG HẢI YẾN,7.25,6.5,6.75,20.5,5,6
1251,NGUYỄN MINH ANH,9.25,9.5,6.75,25.5,4,5
1252,PHẠM MINH HIẾU,7.25,9.5,8.75,25.5,2,3
1253,BÙI THỊ DIỆU THƯƠNG,7.25,7.5,9.75,24.5,1,2
1254,BÙI THỊ HỒNG LUYẾN,8.25,6.5,6.75,21.5,2,3
1255,TÔN THỊ LINH,9.25,7.5,9.75,26.5,2,3
1256,NGUYỄN MINH TRANG,7.25,8.5,6.75,22.5,5,6
1257,VŨ THỊ KIM NGÂN,8.25,6.5,7.75,22.5,2,3
1258,PHẠM THỊ PHƯƠNG THẢO,8.25,7.5,6.75,22.5,4,5
1259,BÙI THANH HẰNG,9.25,6.5,7.75,23.5,3,4
1260,VŨ ĐỨC ANH,7.25,7.5,8.75,23.5,4,5
1261,TRẦN THỊ DIỆU LINH,9.25,9.5,7.75,26.5,4,5
1262,PHẠM THỊ HUYỀN,9.25,9.5,8.75,27.5,4,5
1263,GIÁP THỊ HẢI YẾN,6.25,8.5,6.75,21.5,2,3
1264,HOÀNG QUỐC DŨNG,6.25,8.5,7.75,22.5,3,4
1265,TRẦN THỊ MỸ LINH,6.25,6.5,9.75,22.5,5,6
1266,ĐỖ HẠNH QUYÊN,6.25,6.5,6.75,19.5,5,6
1267,PHẠM THỊ PHƯỢNG NGỌC,6.25,8.5,9.75,24.5,5,6
1268,NGUYỄN THỊ THU HƯƠNG,9.25,9.5,7.75,26.5,4,5
1269,ĐÀO HẢI YẾN,9.25,8.5,8.75,26.5,1,2
1270,ĐỖ THỊ KIM NGÂN,6.25,9.5,7.75,23.5,2,3
1271,TRẦN THỊ MAI HƯƠNG,8.25,6.5,8.75,23.5,2,3
1272,LÊ TÀI QUÂN,8.25,8.5,9.75,26.5,2,3
1273,VŨ VĂN TĨNH,8.25,7.5,8.75,24.5,4,5
1274,NGUYỄN NGỌC BÍCH,7.25,7.5,9.75,24.5,4,5
1275,NGUYỄN QUYẾT THẮNG,7.25,8.5,7.75,23.5,3,4
1276,ĐỖ THỊ YẾN,6.25,8.5,7.75,22.5,3,4
1277,ĐÀO HỒNG MINH,7.25,9.5,6.75,23.5,3,4
1278,HỨA DUY ĐẠT,7.25,8.5,9.75,25.5,1,2
1279,TRẦN KHÁNH NAM,9.25,6.5,8.75,24.5,2,3
1280,VŨ THỊ HỒNG NHUNG,6.25,7.5,8.75,22.5,2,3
1281,VŨ THỊ HƯƠNG LY,7.25,7.5,7.75,22.5,1,2
1282,NGUYỄN THỊ XIM,7.25,6.5,9.75,23.5,3,4
1283,BÙI HÀ PHƯƠNG,8.25,8.5,9.75,26.5,5,6
1284,NGUYỄN THỊ KHÁNH LINH,8.25,7.5,7.75,23.5,4,5
1285,LÊ THỊ MỸ KIM,6.25,6.5,8.75,21.5,1,2
1286,TRẦN THỊ MỸ HẠNH,6.25,8.5,9.75,24.5,2,3
1287,NGÔ THU HẰNG,8.25,8.5,8.75,25.5,3,4
1288,PHẠM THỊ HÀ,7.25,9.5,6.75,23.5,3,4
1289,ĐOÀN THỊ THẢO,8.25,8.5,8.75,25.5,4,5
1290,HOÀNG KHẢI HƯNG,9.25,6.5,6.75,22.5,3,4
1291,NGUYỄN THỊ NGỌC ÁNH,7.25,9.5,9.75,26.5,5,6
1292,LINH ĐỨC KHẢI,7.25,8.5,6.75,22.5,5,6
1293,TRỊNH ĐỨC DƯƠNG,7.25,8.5,7.75,23.5,5,6
1294,ĐỖ HƯƠNG GIANG,7.25,8.5,7.75,23.5,2,3
1295,ĐỖ MINH HIẾU,9.25,9.5,7.75,26.5,2,3
1296,NGUYỄN THỊ HIỀN,9.25,7.5,9.75,26.5,4,5
1297,LÊ DƯƠNG HẢO,6.25,7.5,6.75,20.5,4,5
1298,NGUYỄN PHÚC TÀI ANH,8.25,9.5,9.75,27.5,1,2
1299,ĐẬU NGỌC HIỆP,8.25,9.5,6.75,24.5,1,2
1300,PHAN PHƯƠNG THẢO,9.25,7.5,6.75,23.5,4,5
1301,NGUYỄN THẢO MY,8.25,9.5,9.75,27.5,1,2
1302,LẠI THỊ LIÊN,8.25,7.5,9.75,25.5,4,5
1303,TRẦN PHƯƠNG THẢO,8.25,7.5,7.75,23.5,2,3
1304,MAI LAN ANH,7.25,7.5,8.75,23.5,1,2
1305,ĐỒNG THỊ THẢO,7.25,6.5,9.75,23.5,3,4
1306,ĐẶNG THỊ HIỀN,8.25,7.5,6.75,22.5,4,5
1307,NGUYỄN THỊ THÙY TRANG,6.25,9.5,6.75,22.5,2,3
1308,NGUYỄN LONG HÀ,7.25,7.5,6.75,21.5,4,5
1309,NGUYỄN THANH LAM,6.25,7.5,9.75,23.5,4,5
1310,NGUYỄN THỊ THU HẰNG,8.25,6.5,8.75,23.5,1,2
1311,NGUYỄN THỊ KIỀU TRANG,8.25,6.5,9.75,24.5,3,4
1312,NGUYỄN THỊ TƯƠI,6.25,6.5,7.75,20.5,1,2
1313,NGUYỄN QUANG HƯNG,7.25,7.5,9.75,24.5,5,6
1314,PHẠM THỊ HOA,6.25,8.5,7.75,22.5,5,6
1315,HOÀNG THỊ HỒNG NHUNG,9.25,9.5,9.75,28.5,3,4
1316,BÙI HƯƠNG LAN,8.25,6.5,6.75,21.5,1,2
1317,PHAN THỊ DUNG,6.25,9.5,8.75,24.5,1,2
1318,ĐÀO THU HÀ,7.25,8.5,9.75,25.5,3,4
1319,ĐỖ VIẾT ĐỨC,6.25,6.5,7.75,20.5,4,5
1320,NGUYỄN THÀNH ĐẠT,7.25,7.5,6.75,21.5,5,6
1321,LÃ HUYỀN MY,7.25,7.5,7.75,22.5,1,2
1322,NGUYỄN THỊ NHU,7.25,9.5,6.75,23.5,4,5
1323,HỒ ĐỨC THẮNG,8.25,7.5,9.75,25.5,1,2
1324,NGUYỄN KHÁNH LINH,8.25,8.5,6.75,23.5,4,5
1325,HOÀNG HỒNG THƯ,9.25,9.5,7.75,26.5,5,6
1326,TRẦN NGỌC HƯƠNG GIANG,6.25,6.5,6.75,19.5,4,5
1327,ĐOÀN VĂN QUANG,8.25,8.5,8.75,25.5,3,4
1328,LÊ VIỆT HÀ,7.25,9.5,6.75,23.5,5,6
1329,HÀ ĐẠI NGHĨA,9.25,8.5,8.75,26.5,1,2
1330,PHẠM HỮU TIẾN,6.25,6.5,6.75,19.5,5,6
1331,TRẦN MINH HẬU,6.25,6.5,6.75,19.5,1,2
1332,CAO HUYỀN TRANG,9.25,8.5,7.75,25.5,4,5
1333,ĐÀO VÂN NGỌC,6.25,6.5,9.75,22.5,5,6
1334,NGUYỄN THỊ HUỆ,7.25,8.5,9.75,25.5,3,4
1335,VŨ THỊ LANH,9.25,6.5,7.75,23.5,5,6
1336,NGUYỄN THỊ KIM ANH,8.25,7.5,8.75,24.5,5,6
1337,NGUYỄN THỊ THU HIỀN,6.25,7.5,6.75,20.5,1,2
1338,NGUYỄN THỊ HÀ TRANG,9.25,6.5,6.75,22.5,4,5
1339,NGUYỄN THU UYÊN,6.25,8.5,9.75,24.5,3,4
1340,NGUYỄN QUỐC CƯỜNG,7.25,7.5,9.75,24.5,4,5
1341,VŨ LINH CHI,6.25,7.5,7.75,21.5,5,6
1342,NGUYỄN VÂN ANH,6.25,7.5,8.75,22.5,3,4
1343,NGUYỄN PHƯƠNG DUNG,7.25,9.5,9.75,26.5,4,5
1344,KIM THỊ TUYẾT MAI,6.25,7.5,8.75,22.5,3,4
1345,NGUYỄN THỊ THANH HUYỀN,6.25,8.5,7.75,22.5,3,4
1346,NGUYỄN QUỐC TRUNG,6.25,6.5,9.75,22.5,3,4
1347,DƯƠNG THỊ NI NI,9.25,7.5,7.75,24.5,1,2
1348,NGUYỄN THỊ DUNG,9.25,9.5,9.75,28.5,3,4
1349,NGUYỄN THỊ THẢO LY,7.25,6.5,8.75,22.5,2,3
1350,MAI QUỲNH THƯ,7.25,7.5,8.75,23.5,5,6
1351,LÊ MAI LY,8.25,7.5,8.75,24.5,4,5
1352,LÊ THỊ CHINH,6.25,6.5,6.75,19.5,5,6
1353,NGUYỄN THỊ HUYỀN TRANG,8.25,8.5,6.75,23.5,2,3
1354,NGUYỄN THỊ HOÀI,8.25,6.5,7.75,22.5,1,2
1355,PHẠM VĂN HẬU,8.25,8.5,9.75,26.5,3,4
1356,NGUYỄN LAN HƯƠNG,9.25,6.5,6.75,22.5,5,6
1357,NGUYỄN THỊ THANH HOA,6.25,7.5,7.75,21.5,2,3
1358,NGUYỄN QUANG TRƯỜNG,7.25,7.5,9.75,24.5,2,3
1359,NGUYỄN THỊ TÀI LINH,7.25,7.5,6.75,21.5,1,2
1360,ĐẶNG HOÀI LINH CHI,6.25,8.5,9.75,24.5,3,4
1361,BÙI NGỌC TÚ,9.25,8.5,7.75,25.5,4,5
1362,NGUYỄN KHÁNH HIẾU,6.25,7.5,8.75,22.5,3,4
1363,TRƯƠNG MỸ HUYỀN,6.25,7.5,7.75,21.5,5,6
1364,TRẦN THỊ HỒNG VÂN,9.25,6.5,8.75,24.5,1,2
1365,HÀ VŨ THÀNH CHI,7.25,7.5,8.75,23.5,4,5
1366,TRẦN THỊ GIANG,7.25,8.5,9.75,25.5,4,5
1367,HOÀNG NGUYỄN PHƯƠNG LINH,9.25,6.5,8.75,24.5,2,3
1368,NGUYỄN THU HÀ,9.25,7.5,6.75,23.5,4,5
1369,LÊ THỊ DIỆP,8.25,8.5,9.75,26.5,5,6
1370,BÙI THỊ THẢO,6.25,8.5,9.75,24.5,1,2
1371,NGUYỄN HÀ PHƯƠNG,9.25,8.5,9.75,27.5,4,5
1372,TĂNG SƠN LỘC,8.25,9.5,8.75,26.5,4,5
1373,VŨ THỊ BÍCH VÂN,6.25,6.5,7.75,20.5,5,6
1374,LÊ QUANG TUẤN,7.25,8.5,7.75,23.5,5,6
1375,NGUYỄN CÔNG THỊNH,8.25,8.5,6.75,23.5,1,2
1376,HOÀNG THỊ TUYẾT,8.25,8.5,8.75,25.5,1,2
1377,TRẦN HOÀNG LONG,9.25,8.5,6.75,24.5,3,4
1378,TRỊNH LÊ MINH,8.25,6.5,6.75,21.5,1,2
1379,PHẠM NGUYÊN TÙNG,7.25,8.5,9.75,25.5,1,2
1380,LÊ ĐỨC HUẤN,9.25,8.5,9.75,27.5,1,2
1381,PHẠM NHẤT MINH,6.25,6.5,8.75,21.5,1,2
1382,ĐÀO THỊ HÀ,6.25,8.5,6.75,21.5,5,6
1383,NGUYỄN THỊ VÂN ANH,6.25,7.5,7.75,21.5,3,4
1384,PHẠM THỊ NGỌC,8.25,9.5,6.75,24.5,2,3
1385,PHẠM NGỌC QUỲNH,8.25,7.5,8.75,24.5,3,4
1386,ĐINH VIỆT DŨNG,6.25,8.5,7.75,22.5,3,4
1387,LÊ THỊ NGỌC,7.25,8.5,9.75,25.5,3,4
1388,NGUYỄN THỊ LAN ANH,8.25,7.5,7.75,23.5,5,6
1389,NGUYỄN QUỲNH NGUYÊN,6.25,8.5,6.75,21.5,4,5
1390,NGUYỄN XUÂN LỘC,9.25,7.5,9.75,26.5,2,3
1391,ĐINH THỊ BÍCH THỦY,8.25,7.5,8.75,24.5,2,3
1392,ĐẶNG THỊ HÀ,7.25,7.5,6.75,21.5,1,2
1393,NGUYỄN THỊ NHƯ QUỲNH,6.25,7.5,8.75,22.5,3,4
1394,PHẠM MINH ANH,6.25,7.5,8.75,22.5,3,4
1395,NGUYỄN PHƯƠNG DUNG,6.25,9.5,9.75,25.5,1,2
1396,LÊ THỊ THANH HOA,9.25,9.5,6.75,25.5,4,5
1397,ĐÀO ĐĂNG KIÊN,9.25,8.5,8.75,26.5,4,5
1398,ĐÀO THU PHƯƠNG,9.25,8.5,7.75,25.5,1,2
1399,PHẠM THỊ HẢI YẾN,8.25,7.5,8.75,24.5,2,3
1400,PHAN NHƯ QUỲNH,7.25,9.5,8.75,25.5,5,6
1401,NGÔ PHƯƠNG NAM,8.25,7.5,7.75,23.5,4,5
1402,BÙI ĐẠI THẮNG,8.25,6.5,7.75,22.5,2,3
1403,TRƯƠNG TIẾN DŨNG,8.25,8.5,7.75,24.5,1,2
1404,NGUYỄN TÙNG LÂM,9.25,8.5,6.75,24.5,3,4
1405,TRẦN VIỆT HÙNG,6.25,9.5,8.75,24.5,5,6
1406,NGUYỄN THÙY LINH,6.25,8.5,6.75,21.5,3,4
1407,TRẦN THỊ NGÂN HÀ,8.25,8.5,6.75,23.5,2,3
1408,NGUYỄN VŨ BÌNH,9.25,7.5,7.75,24.5,2,3
1409,NGUYỄN DUY HOÀNG,6.25,6.5,8.75,21.5,1,2
1410,ĐINH THỊ HẢI HẬU,7.25,8.5,6.75,22.5,5,6
1411,TRẦN THỊ KIM THÚY,6.25,8.5,8.75,23.5,3,4
1412,PHAN MINH TUẤN,9.25,9.5,7.75,26.5,4,5
1413,VŨ THANH TÂM,7.25,6.5,9.75,23.5,2,3
1414,LƯƠNG DIỆU HƯƠNG,9.25,8.5,6.75,24.5,3,4
1415,ĐINH LAN HƯƠNG,6.25,7.5,9.75,23.5,5,6
1416,NGUYỄN VĂN NGỌC,9.25,7.5,9.75,26.5,2,3
1417,NGUYỄN THỊ MINH NGUYỆT,8.25,7.5,8.75,24.5,2,3
1418,HOÀNG BẢO LONG,9.25,6.5,8.75,24.5,3,4
1419,NGUYỄN THU THỦY,9.25,8.5,8.75,26.5,4,5
1420,NGUYỄN THỊ LINH,6.25,6.5,8.75,21.5,1,2
1421,TRỊNH ANH TUẤN,7.25,8.5,8.75,24.5,4,5
1422,LƯU QUỲNH PHƯƠNG,6.25,6.5,7.75,20.5,1,2
1423,CHU NAM NGỌC,7.25,8.5,6.75,22.5,1,2
1424,LÊ THỊ THU HOÀI,8.25,9.5,6.75,24.5,1,2
1425,NINH THỊ PHƯƠNG NGA,7.25,8.5,9.75,25.5,1,2
1426,MAI SỸ HÒA,6.25,7.5,6.75,20.5,1,2
1427,NGUYỄN TRƯỜNG GIANG,8.25,8.5,6.75,23.5,3,4
1428,NGUYỄN THỊ THANH HOA,8.25,9.5,6.75,24.5,5,6
1429,NGUYỄN TÚ ANH,9.25,7.5,9.75,26.5,3,4
